epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
95,7487.66,1.21879,0.7267,1.12781,0.8367,0.77094,0.84673,0.52283,1.4753,0.70108,1.23025,0.00551584,0.00551584,0.00551584
96,7565.84,1.20458,0.7171,1.12302,0.79547,0.83188,0.85523,0.55968,1.35973,0.66924,1.17524,0.00543837,0.00543837,0.00543837
97,7644.45,1.21195,0.72122,1.12362,0.81048,0.84098,0.8646,0.56301,1.37127,0.66159,1.17638,0.00536081,0.00536081,0.00536081
98,7723.43,1.2027,0.72321,1.12296,0.81072,0.83022,0.86296,0.56609,1.35409,0.66159,1.17116,0.00528318,0.00528318,0.00528318
99,7801.93,1.20365,0.71728,1.11806,0.81976,0.80972,0.86089,0.56788,1.34749,0.66005,1.1704,0.00520548,0.00520548,0.00520548
100,7879.57,1.19823,0.70923,1.11868,0.83509,0.7982,0.85619,0.5663,1.32753,0.65333,1.16092,0.00512775,0.00512775,0.00512775
101,7956.67,1.19273,0.70773,1.1154,0.80981,0.83556,0.86202,0.57139,1.33011,0.64997,1.1617,0.00505,0.00505,0.00505
102,8035.47,1.18896,0.70294,1.11284,0.84522,0.79561,0.86261,0.5486,1.41666,0.66922,1.20053,0.00497225,0.00497225,0.00497225
103,8112.33,1.1878,0.7047,1.1129,0.8285,0.83231,0.87104,0.57328,1.37025,0.65297,1.17778,0.00489452,0.00489452,0.00489452
104,8190.89,1.1872,0.70234,1.11276,0.8298,0.83161,0.87138,0.57855,1.33933,0.64854,1.16622,0.00481682,0.00481682,0.00481682
105,8268.9,1.17655,0.69132,1.10399,0.84733,0.81785,0.87415,0.58008,1.33921,0.64143,1.1615,0.00473919,0.00473919,0.00473919
106,8346.48,1.17859,0.69686,1.10852,0.82629,0.84048,0.8756,0.57594,1.36579,0.64342,1.17387,0.00466163,0.00466163,0.00466163
107,8424.41,1.1731,0.69216,1.10585,0.84255,0.83405,0.87806,0.58588,1.34227,0.63721,1.16413,0.00458416,0.00458416,0.00458416
108,8503.64,1.17391,0.69398,1.10353,0.83865,0.83362,0.87658,0.58638,1.33085,0.63346,1.15898,0.00450682,0.00450682,0.00450682
109,8582.73,1.16549,0.68657,1.10048,0.84158,0.83303,0.87801,0.59192,1.31023,0.62754,1.15039,0.0044296,0.0044296,0.0044296
110,8661.93,1.16244,0.68663,1.09803,0.84055,0.82693,0.87376,0.57497,1.36989,0.64439,1.17832,0.00435254,0.00435254,0.00435254
111,8740.2,1.15945,0.68588,1.09904,0.85426,0.82841,0.87876,0.58377,1.33937,0.63283,1.16306,0.00427565,0.00427565,0.00427565
112,8819.05,1.15505,0.67989,1.09829,0.85304,0.83737,0.88269,0.58697,1.34424,0.62937,1.16093,0.00419895,0.00419895,0.00419895
113,8898.65,1.159,0.68056,1.09558,0.85565,0.82445,0.88166,0.58048,1.35706,0.63176,1.16809,0.00412246,0.00412246,0.00412246
114,8977.18,1.15133,0.67924,1.09317,0.86507,0.81367,0.88186,0.58734,1.33121,0.62615,1.15524,0.0040462,0.0040462,0.0040462
115,9056.75,1.1465,0.67059,1.09065,0.85439,0.83135,0.88293,0.59452,1.30169,0.61741,1.14286,0.00397019,0.00397019,0.00397019
116,9136.85,1.15078,0.67372,1.09192,0.84878,0.82516,0.87781,0.58225,1.33361,0.62729,1.15843,0.00389445,0.00389445,0.00389445
117,9216.02,1.13387,0.66394,1.08686,0.82629,0.85006,0.87987,0.58969,1.31733,0.61995,1.15018,0.00381899,0.00381899,0.00381899
118,9292.49,1.13267,0.66135,1.08346,0.85875,0.83605,0.88449,0.58226,1.36018,0.62559,1.16814,0.00374383,0.00374383,0.00374383
119,9369.81,1.12992,0.65862,1.08187,0.85081,0.8415,0.88516,0.602,1.28569,0.60356,1.13271,0.00366899,0.00366899,0.00366899
120,9448.54,1.13104,0.66437,1.08377,0.85688,0.83324,0.88534,0.59433,1.31556,0.60956,1.14603,0.0035945,0.0035945,0.0035945
