epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
78,2885.72,1.69058,1.4292,1.4914,0.60938,0.44741,0.40519,0.2125,1.79864,1.49768,1.59951,0.00846154,0.00846154,0.00846154
79,2922.57,1.70522,1.42879,1.50617,0.52091,0.52182,0.41017,0.22228,1.78906,1.49988,1.57106,0.00844156,0.00844156,0.00844156
80,2960.12,1.67986,1.41144,1.48958,0.57047,0.45622,0.37271,0.1863,1.78394,1.44633,1.5828,0.00842158,0.00842158,0.00842158
81,2997.48,1.68718,1.41476,1.48904,0.64461,0.47568,0.40809,0.22728,1.76935,1.47056,1.58448,0.0084016,0.0084016,0.0084016
82,3035.17,1.68081,1.42397,1.48801,0.63936,0.44968,0.41082,0.23473,1.74108,1.4264,1.56503,0.00838162,0.00838162,0.00838162
83,3072.49,1.67496,1.41503,1.48599,0.64193,0.4729,0.39987,0.20955,1.77314,1.43694,1.57236,0.00836164,0.00836164,0.00836164
84,3108.66,1.68301,1.42108,1.49411,0.41202,0.47377,0.41288,0.22214,1.75078,1.46927,1.55873,0.00834166,0.00834166,0.00834166
85,3145,1.68211,1.41919,1.48376,0.67245,0.39536,0.3929,0.21166,1.76006,1.48574,1.58254,0.00832168,0.00832168,0.00832168
86,3181.7,1.69065,1.41618,1.49484,0.43591,0.52143,0.41197,0.21762,1.75406,1.41244,1.57647,0.0083017,0.0083017,0.0083017
87,3218.42,1.68516,1.40812,1.4867,0.60884,0.45137,0.39585,0.22297,1.76202,1.4293,1.57199,0.00828172,0.00828172,0.00828172
88,3254.06,1.68016,1.41536,1.48578,0.57088,0.51838,0.40054,0.21583,1.75983,1.42611,1.57551,0.00826174,0.00826174,0.00826174
89,3290.11,1.68667,1.41623,1.49879,0.56638,0.48289,0.41121,0.21654,1.73542,1.42991,1.56343,0.00824176,0.00824176,0.00824176
90,3325.67,1.67348,1.41082,1.49364,0.55201,0.48708,0.40604,0.22186,1.771,1.44331,1.57787,0.00822178,0.00822178,0.00822178
91,3361.39,1.67887,1.40855,1.48772,0.55642,0.45284,0.35695,0.16647,1.89186,1.48353,1.65113,0.0082018,0.0082018,0.0082018
92,3396.98,1.68279,1.42329,1.49434,0.56748,0.45977,0.38328,0.19258,1.76342,1.44052,1.56801,0.00818182,0.00818182,0.00818182
93,3432.69,1.66549,1.37887,1.47369,0.58471,0.4698,0.3872,0.19796,1.74238,1.41756,1.55219,0.00816184,0.00816184,0.00816184
94,3468.35,1.66609,1.38519,1.47154,0.53835,0.46513,0.41913,0.21418,1.76996,1.40688,1.56871,0.00814186,0.00814186,0.00814186
95,3504.02,1.65994,1.38897,1.47509,0.52923,0.50101,0.37421,0.19142,1.75573,1.4441,1.56964,0.00812188,0.00812188,0.00812188
96,3539.47,1.65169,1.3708,1.47109,0.60887,0.44013,0.41571,0.22202,1.7332,1.40545,1.54635,0.0081019,0.0081019,0.0081019
97,3575.39,1.67374,1.41123,1.48756,0.54499,0.46746,0.3801,0.19266,1.75039,1.4293,1.57309,0.00808192,0.00808192,0.00808192
98,3611.31,1.66147,1.38548,1.46756,0.64822,0.48085,0.42595,0.22569,1.75549,1.41365,1.56889,0.00806194,0.00806194,0.00806194
99,3647.97,1.65355,1.38582,1.47932,0.59048,0.45636,0.41696,0.22282,1.79043,1.4133,1.58389,0.00804196,0.00804196,0.00804196
100,3683.84,1.6489,1.37982,1.46929,0.57627,0.467,0.42515,0.23595,1.74609,1.42194,1.56444,0.00802198,0.00802198,0.00802198
101,3719.98,1.64664,1.37989,1.46311,0.64766,0.46718,0.42013,0.22626,1.75143,1.43504,1.57655,0.008002,0.008002,0.008002
102,3756.36,1.64039,1.3668,1.46524,0.62351,0.49085,0.42459,0.22801,1.75956,1.40986,1.56933,0.00798202,0.00798202,0.00798202
103,3792.99,1.64368,1.36864,1.47673,0.54672,0.53444,0.40465,0.21341,1.71519,1.38712,1.53625,0.00796204,0.00796204,0.00796204
104,3830.13,1.67203,1.37714,1.48411,0.57899,0.48452,0.40845,0.21313,1.72816,1.42108,1.53647,0.00794206,0.00794206,0.00794206
105,3865.99,1.64314,1.37812,1.47924,0.61213,0.43232,0.41612,0.22404,1.73521,1.40683,1.55349,0.00792208,0.00792208,0.00792208
106,3902.52,1.6448,1.35953,1.46822,0.59721,0.44855,0.42203,0.22713,1.77097,1.42615,1.57468,0.0079021,0.0079021,0.0079021
107,3938.52,1.65695,1.38431,1.47062,0.5195,0.54938,0.3861,0.19748,1.74266,1.41252,1.55111,0.00788212,0.00788212,0.00788212
108,3975.51,1.63779,1.35389,1.46765,0.56458,0.49624,0.39065,0.20281,1.76062,1.41867,1.58082,0.00786214,0.00786214,0.00786214
109,4013.53,1.63313,1.35964,1.45739,0.56111,0.58276,0.4299,0.23619,1.73417,1.39558,1.54526,0.00784216,0.00784216,0.00784216
110,4054.41,1.64581,1.37347,1.46402,0.50804,0.53829,0.38804,0.20408,1.73746,1.42133,1.55661,0.00782218,0.00782218,0.00782218
111,4094.44,1.65273,1.35238,1.45515,0.57424,0.4544,0.41388,0.22253,1.73564,1.41346,1.54753,0.0078022,0.0078022,0.0078022
112,4135.54,1.62237,1.35206,1.44428,0.52759,0.51565,0.36991,0.19374,1.74861,1.4098,1.5852,0.00778222,0.00778222,0.00778222
113,4176.25,1.6276,1.35289,1.46036,0.57344,0.49533,0.40917,0.22486,1.74269,1.39728,1.55203,0.00776224,0.00776224,0.00776224
114,4216.85,1.63474,1.33226,1.45956,0.59095,0.44171,0.41853,0.21626,1.75298,1.41965,1.5715,0.00774226,0.00774226,0.00774226
115,4256.54,1.64589,1.34844,1.45277,0.59743,0.48299,0.4006,0.21036,1.79658,1.46409,1.58114,0.00772228,0.00772228,0.00772228
116,4295.5,1.63639,1.36184,1.45919,0.68908,0.4174,0.40952,0.21614,1.71257,1.39557,1.5552,0.0077023,0.0077023,0.0077023
117,4334.79,1.60688,1.33876,1.43863,0.52464,0.53495,0.40505,0.22615,1.72085,1.39349,1.55165,0.00768232,0.00768232,0.00768232
118,4373.66,1.60401,1.32348,1.43564,0.39633,0.54654,0.42435,0.23062,1.71713,1.39139,1.54317,0.00766234,0.00766234,0.00766234
119,4413.1,1.6256,1.33757,1.44311,0.68662,0.42911,0.38528,0.20381,1.73263,1.39969,1.53833,0.00764236,0.00764236,0.00764236
120,4453.95,1.61356,1.33714,1.44484,0.65505,0.49658,0.48266,0.23098,1.72693,1.41634,1.55682,0.00762238,0.00762238,0.00762238
121,4495.37,1.62394,1.34735,1.45457,0.62364,0.46261,0.43554,0.22918,1.74483,1.39486,1.55746,0.0076024,0.0076024,0.0076024
122,4537.78,1.61145,1.32734,1.45408,0.39875,0.54335,0.4308,0.2404,1.73264,1.38953,1.56239,0.00758242,0.00758242,0.00758242
123,4580.85,1.60643,1.32856,1.4489,0.59346,0.47718,0.42528,0.22789,1.71377,1.40297,1.54502,0.00756244,0.00756244,0.00756244
124,4623.77,1.60544,1.33909,1.44936,0.60215,0.46945,0.40922,0.2284,1.73107,1.39131,1.55451,0.00754246,0.00754246,0.00754246
125,4666.45,1.61509,1.33183,1.44243,0.67506,0.4463,0.41974,0.23477,1.73639,1.4085,1.56201,0.00752248,0.00752248,0.00752248
126,4704.28,1.62848,1.33365,1.45261,0.4925,0.55299,0.42086,0.2358,1.72497,1.39629,1.54172,0.0075025,0.0075025,0.0075025
127,4741.01,1.62028,1.32687,1.44318,0.58803,0.52103,0.42528,0.23419,1.73549,1.38408,1.54704,0.00748252,0.00748252,0.00748252
128,4777.92,1.61197,1.32576,1.4448,0.65474,0.46453,0.43452,0.23716,1.74282,1.37933,1.56503,0.00746254,0.00746254,0.00746254
129,4813.27,1.60795,1.32697,1.44588,0.61413,0.4855,0.42755,0.2348,1.74992,1.3808,1.5707,0.00744256,0.00744256,0.00744256
130,4849.24,1.6081,1.32484,1.44249,0.66703,0.48331,0.43002,0.23045,1.73327,1.38139,1.55379,0.00742258,0.00742258,0.00742258
131,4884.95,1.59161,1.30739,1.43164,0.64839,0.47082,0.42851,0.23452,1.74033,1.36858,1.56241,0.0074026,0.0074026,0.0074026
132,4920.75,1.59904,1.31433,1.43233,0.53642,0.50328,0.38646,0.20012,1.83013,1.47486,1.6409,0.00738262,0.00738262,0.00738262
133,4957.34,1.62257,1.33278,1.44826,0.64489,0.48164,0.43523,0.23893,1.74185,1.37933,1.54597,0.00736264,0.00736264,0.00736264
134,4994.07,1.59676,1.31005,1.42674,0.63736,0.47788,0.43135,0.23772,1.74869,1.39659,1.5693,0.00734266,0.00734266,0.00734266
135,5030.2,1.5875,1.29924,1.43544,0.61109,0.47256,0.40681,0.22539,1.73064,1.38282,1.54916,0.00732268,0.00732268,0.00732268
136,5066.92,1.6257,1.33234,1.44778,0.67939,0.48411,0.43384,0.23465,1.72043,1.36968,1.54572,0.0073027,0.0073027,0.0073027
137,5103.34,1.57906,1.30024,1.43244,0.6281,0.48138,0.42234,0.23265,1.73035,1.38425,1.57338,0.00728272,0.00728272,0.00728272
138,5139.58,1.58859,1.30681,1.43273,0.6786,0.46948,0.43338,0.23194,1.72596,1.3893,1.54817,0.00726274,0.00726274,0.00726274
139,5176.09,1.59954,1.30342,1.43489,0.63453,0.4712,0.44241,0.23762,1.74093,1.39055,1.56466,0.00724276,0.00724276,0.00724276
140,5212.42,1.58242,1.29753,1.42964,0.61864,0.49129,0.43055,0.23414,1.77034,1.38446,1.58868,0.00722278,0.00722278,0.00722278
141,5248.35,1.59313,1.31316,1.42566,0.63526,0.49953,0.42656,0.23667,1.74736,1.35337,1.56177,0.0072028,0.0072028,0.0072028
142,5284.87,1.59796,1.31309,1.4413,0.61093,0.47485,0.42717,0.23731,1.71247,1.3798,1.54695,0.00718282,0.00718282,0.00718282
143,5321.61,1.58704,1.3037,1.42737,0.66862,0.46953,0.4354,0.23511,1.7211,1.39197,1.5416,0.00716284,0.00716284,0.00716284
144,5357.48,1.57708,1.29646,1.42133,0.67625,0.49524,0.43872,0.24174,1.74768,1.37927,1.555,0.00714286,0.00714286,0.00714286
145,5394.21,1.59721,1.30786,1.44248,0.60446,0.48508,0.43381,0.241,1.73524,1.37403,1.55869,0.00712288,0.00712288,0.00712288
146,5430.69,1.5831,1.30935,1.43216,0.65728,0.46084,0.4378,0.2413,1.73435,1.36952,1.56089,0.0071029,0.0071029,0.0071029
147,5466.92,1.59804,1.32326,1.4321,0.52617,0.47796,0.44435,0.24928,1.72091,1.3604,1.55263,0.00708292,0.00708292,0.00708292
148,5502.77,1.56549,1.27615,1.41506,0.60055,0.46806,0.45512,0.25199,1.75068,1.36858,1.55956,0.00706294,0.00706294,0.00706294
149,5540.07,1.55817,1.27486,1.4097,0.41365,0.56495,0.43848,0.24345,1.74711,1.34561,1.5557,0.00704296,0.00704296,0.00704296
150,5575.96,1.56623,1.2805,1.41063,0.63648,0.43456,0.44366,0.24279,1.74232,1.37648,1.551,0.00702298,0.00702298,0.00702298
151,5612.53,1.55827,1.27104,1.41339,0.66007,0.47583,0.45278,0.24621,1.73555,1.35215,1.55596,0.007003,0.007003,0.007003
152,5649.48,1.57496,1.28911,1.40902,0.67788,0.49161,0.45028,0.24236,1.72128,1.34973,1.54692,0.00698302,0.00698302,0.00698302
153,5687.47,1.58044,1.27739,1.4265,0.68097,0.47708,0.45908,0.23958,1.72625,1.35648,1.55337,0.00696304,0.00696304,0.00696304
154,5731.38,1.56356,1.27378,1.42032,0.67645,0.48372,0.44858,0.24162,1.73351,1.34556,1.55689,0.00694306,0.00694306,0.00694306
155,5763.45,1.57359,1.28383,1.417,0.65511,0.48029,0.43314,0.24734,1.72005,1.33726,1.53837,0.00692308,0.00692308,0.00692308
156,5800.19,1.56,1.26964,1.40325,0.68309,0.48808,0.4544,0.25273,1.73552,1.35247,1.55363,0.0069031,0.0069031,0.0069031
157,5836.45,1.54966,1.27288,1.4119,0.63459,0.47653,0.42797,0.22779,1.77728,1.39626,1.58534,0.00688312,0.00688312,0.00688312
